"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Functional_Group"	"metadata_KEGG_Description"	"metadata_KEGG_Pathways"	"clean_KEGG_Pathways"
"66"	"K01960"	39.6898007863884	1.70942490015667	0.38730077411903	4.4136883125137	1.016242408529e-05	0.000209033246185119	"K01960"	"pyruvate carboxylase subunit B [EC:6.4.1.1]"	"Metabolism;Carbohydrate Metabolism;Citrate cycle (TCA cycle)|Metabolism;Energy Metabolism;Carbon fixation pathways in prokaryotes|Metabolism;Carbohydrate Metabolism;Pyruvate metabolism"	"[['Metabolism', 'Carbohydrate Metabolism', 'Citrate cycle (TCA cycle)'], ['Metabolism', 'Energy Metabolism', 'Carbon fixation pathways in prokaryotes'], ['Metabolism', 'Carbohydrate Metabolism', 'Pyruvate metabolism']]"
"67"	"K01989"	200.823545736053	1.47909451518582	0.378437654185587	3.90842322064618	9.29004613585475e-05	0.000933894111551715	"K01989"	"putative ABC transport system substrate-binding protein"	"Environmental Information Processing;Membrane Transport;Transporters"	"[['Environmental Information Processing', 'Membrane Transport', 'Transporters']]"
"68"	"K02014"	1775.06822961399	0.92445979709493	0.234468010623915	3.94279712031915	8.05367809577295e-05	0.000844530793258701	"K02014"	"iron complex outermembrane recepter protein"	"Unclassified;Cellular Processes and Signaling;Pores ion channels"	"[['Unclassified', 'Cellular Processes and Signaling', 'Pores ion channels']]"
"69"	"K02019"	178.625060346474	0.98330064860012	0.239761249098574	4.10116585685558	4.11073778888619e-05	0.000513650133059892	"K02019"	"molybdate transport system regulatory protein"	"Genetic Information Processing;Transcription;Transcription factors"	"[['Genetic Information Processing', 'Transcription', 'Transcription factors']]"
"70"	"K02071"	237.264262428178	1.26905591356438	0.290341547078298	4.37090704494368	1.23731463019605e-05	0.000240623950628672	"K02071"	"D-methionine transport system ATP-binding protein"	"Environmental Information Processing;Membrane Transport;ABC transporters|Environmental Information Processing;Membrane Transport;Transporters"	"[['Environmental Information Processing', 'Membrane Transport', 'ABC transporters'], ['Environmental Information Processing', 'Membrane Transport', 'Transporters']]"
"71"	"K02072"	268.22196338919	1.37740204619896	0.310571548662671	4.43505547153334	9.20485839300792e-06	0.000196910330743225	"K02072"	"D-methionine transport system permease protein"	"Environmental Information Processing;Membrane Transport;ABC transporters|Environmental Information Processing;Membrane Transport;Transporters"	"[['Environmental Information Processing', 'Membrane Transport', 'ABC transporters'], ['Environmental Information Processing', 'Membrane Transport', 'Transporters']]"
"72"	"K02073"	411.995482136909	1.51958062492656	0.336295011164899	4.51859401560212	6.22516303586039e-06	0.000146661550289786	"K02073"	"D-methionine transport system substrate-binding protein"	"Environmental Information Processing;Membrane Transport;ABC transporters|Environmental Information Processing;Membrane Transport;Transporters"	"[['Environmental Information Processing', 'Membrane Transport', 'ABC transporters'], ['Environmental Information Processing', 'Membrane Transport', 'Transporters']]"
"73"	"K02082"	7.90086843107985	-2.10929914930496	0.427330785011414	-4.93598688250046	7.97464674502971e-07	3.09046455017528e-05	"K02082"	"tagatose-6-phosphate ketose/aldose isomerase [EC:5.-.-.-]"	"Unclassified;Cellular Processes and Signaling;Membrane and intracellular structural molecules"	"[['Unclassified', 'Cellular Processes and Signaling', 'Membrane and intracellular structural molecules']]"
"74"	"K02169"	121.525109170934	1.17412592347041	0.300702261387852	3.90461288202949	9.43763333143626e-05	0.000939633576723549	"K02169"	"biotin synthesis protein BioC;malonyl-CoA O-methyltransferase [EC:2.1.1.197]"	"Unclassified;Poorly Characterized;General function prediction only"	"[['Unclassified', 'Poorly Characterized', 'General function prediction only']]"
"75"	"K02192"	112.186116579283	1.19886556478808	0.278434526242676	4.3057360053946	1.66431444464565e-05	0.0002834634920371	"K02192"	"bacterioferritin-associated ferredoxin"	"Unclassified;Cellular Processes and Signaling;Inorganic ion transport and metabolism"	"[['Unclassified', 'Cellular Processes and Signaling', 'Inorganic ion transport and metabolism']]"
"76"	"K02226"	161.618826060153	0.984634921590332	0.252980769569256	3.89213347428283	9.93665495248135e-05	0.000978659865301478	"K02226"	"alpha-ribazole phosphatase [EC:3.1.3.73]"	"Metabolism;Metabolism of Cofactors and Vitamins;Porphyrin and chlorophyll metabolism"	"[['Metabolism', 'Metabolism of Cofactors and Vitamins', 'Porphyrin and chlorophyll metabolism']]"
"77"	"K02277"	82.3308224522234	-1.11583757670199	0.220091706078233	-5.06987562859531	3.98075747752453e-07	1.74500745818042e-05	"K02277"	"cytochrome c oxidase subunit IV [EC:1.9.3.1]"	"Metabolism;Energy Metabolism;Oxidative phosphorylation"	"[['Metabolism', 'Energy Metabolism', 'Oxidative phosphorylation']]"
"78"	"K02315"	49.7927342422101	-1.28226041206275	0.197702781429292	-6.48579854462668	8.8263037523238e-11	1.1238826777959e-08	"K02315"	"DNA replication protein DnaC"	"Genetic Information Processing;Replication and Repair;DNA replication proteins"	"[['Genetic Information Processing', 'Replication and Repair', 'DNA replication proteins']]"
"79"	"K02336"	120.538065439643	2.07266877164157	0.477715695244355	4.33870771313341	1.43322985809464e-05	0.000258077888252193	"K02336"	"DNA polymerase II [EC:2.7.7.7]"	"Genetic Information Processing;Replication and Repair;DNA repair and recombination proteins"	"[['Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins']]"
"80"	"K02347"	152.79589013786	-0.948985123716439	0.243065844046281	-3.90423067231011	9.45255916748821e-05	0.000939633576723549	"K02347"	"DNA polymerase (family X)"	"Genetic Information Processing;Replication and Repair;DNA repair and recombination proteins"	"[['Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins']]"
"81"	"K02363"	24.846170992476	-1.08321565525219	0.278117728311489	-3.89480980528863	9.82758118032926e-05	0.000971495455682087	"K02363"	"enterobactin 2,3-dihydroxybenzoate-AMP ligase / S-dihydroxybenzoyltransferase [EC:2.7.7.58 2.3.1.-]"	"Metabolism;Metabolism of Terpenoids and Polyketides;Biosynthesis of siderophore group nonribosomal peptides"	"[['Metabolism', 'Metabolism of Terpenoids and Polyketides', 'Biosynthesis of siderophore group nonribosomal peptides']]"
"82"	"K02395"	111.202421793843	1.5541012330469	0.307099103234524	5.0605853832796	4.17971232182073e-07	1.76380837234025e-05	"K02395"	"flagellar protein FlgJ"	"Cellular Processes;Cell Motility;Bacterial motility proteins"	"[['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins']]"
"83"	"K02398"	134.437871655993	1.11294992831968	0.271147472829927	4.10459266576961	4.05027898379703e-05	0.000509668047184624	"K02398"	"negative regulator of flagellin synthesis FlgM"	"Cellular Processes;Cell Motility;Bacterial motility proteins|Cellular Processes;Cell Motility;Flagellar assembly"	"[['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Cellular Processes', 'Cell Motility', 'Flagellar assembly']]"
"84"	"K02399"	71.3451366722556	1.84205674770738	0.338226572681426	5.44622125075432	5.14511315957098e-08	3.4395081471732e-06	"K02399"	"flagella synthesis protein FlgN"	"Cellular Processes;Cell Motility;Bacterial motility proteins|Cellular Processes;Cell Motility;Flagellar assembly"	"[['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Cellular Processes', 'Cell Motility', 'Flagellar assembly']]"
"85"	"K02402"	106.729574339544	1.77372681838082	0.332522954977834	5.33414849058784	9.59939466001658e-08	5.83381393656462e-06	"K02402"	"flagellar transcriptional activator FlhC"	"Cellular Processes;Cell Motility;Bacterial motility proteins|Cellular Processes;Cell Motility;Flagellar assembly|Environmental Information Processing;Signal Transduction;Two-component system"	"[['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Cellular Processes', 'Cell Motility', 'Flagellar assembly'], ['Environmental Information Processing', 'Signal Transduction', 'Two-component system']]"
"86"	"K02403"	107.201896617885	1.77506241407519	0.3312213879591	5.35914188697976	8.36181663170594e-08	5.19988317980969e-06	"K02403"	"flagellar transcriptional activator FlhD"	"Cellular Processes;Cell Motility;Bacterial motility proteins|Cellular Processes;Cell Motility;Flagellar assembly|Environmental Information Processing;Signal Transduction;Two-component system"	"[['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Cellular Processes', 'Cell Motility', 'Flagellar assembly'], ['Environmental Information Processing', 'Signal Transduction', 'Two-component system']]"
"87"	"K02413"	126.17706379516	1.43263547443326	0.294562697320608	4.8636011533869	1.15269074425044e-06	4.1097267335009e-05	"K02413"	"flagellar FliJ protein"	"Cellular Processes;Cell Motility;Bacterial motility proteins|Cellular Processes;Cell Motility;Flagellar assembly"	"[['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Cellular Processes', 'Cell Motility', 'Flagellar assembly']]"
"88"	"K02414"	104.921944464919	1.83403087430494	0.328040135645406	5.59087341765836	2.25930245725876e-08	1.75112312194491e-06	"K02414"	"flagellar hook-length control protein FliK"	"Cellular Processes;Cell Motility;Bacterial motility proteins|Cellular Processes;Cell Motility;Flagellar assembly"	"[['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Cellular Processes', 'Cell Motility', 'Flagellar assembly']]"
"89"	"K02423"	98.862649321845	1.88581520661356	0.343788618731085	5.48539161527236	4.125544415751e-08	2.82864250454312e-06	"K02423"	"flagellar protein FliT"	"Cellular Processes;Cell Motility;Bacterial motility proteins|Cellular Processes;Cell Motility;Flagellar assembly"	"[['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Cellular Processes', 'Cell Motility', 'Flagellar assembly']]"
"90"	"K02424"	133.497931710166	1.59680005020313	0.365565643934551	4.36802548789025	1.25374864789829e-05	0.000242526900011213	"K02424"	"cystine transport system substrate-binding protein"	"Environmental Information Processing;Membrane Transport;ABC transporters|Cellular Processes;Cell Motility;Bacterial motility proteins|Environmental Information Processing;Membrane Transport;Transporters"	"[['Environmental Information Processing', 'Membrane Transport', 'ABC transporters'], ['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Environmental Information Processing', 'Membrane Transport', 'Transporters']]"
"91"	"K02443"	37.6238223207893	1.85776806467547	0.451313323599428	4.11635989351906	3.84903126978649e-05	0.000488369516212219	"K02443"	"glycerol uptake operon antiterminator"	"Genetic Information Processing;Transcription;Transcription factors"	"[['Genetic Information Processing', 'Transcription', 'Transcription factors']]"
"92"	"K02444"	184.449721230225	0.977295656652412	0.234525773292765	4.1671140997899	3.08480114258215e-05	0.000435290673101038	"K02444"	"DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor"	"Genetic Information Processing;Transcription;Transcription factors"	"[['Genetic Information Processing', 'Transcription', 'Transcription factors']]"
"93"	"K02479"	16.26496639274	-1.32851893648646	0.284415815625958	-4.67104451826134	2.99671976822667e-06	8.61637490348185e-05	"K02479"	"two-component system, NarL family, response regulator"	"Environmental Information Processing;Signal Transduction;Two-component system"	"[['Environmental Information Processing', 'Signal Transduction', 'Two-component system']]"
"94"	"K02480"	87.7778372446443	1.7766863549415	0.424982676172153	4.18060889197703	2.90729545281408e-05	0.000415785038556803	"K02480"	"two-component system, NarL family, sensor kinase [EC:2.7.13.3]"	"Metabolism;Enzyme Families;Protein kinases|Environmental Information Processing;Signal Transduction;Two-component system"	"[['Metabolism', 'Enzyme Families', 'Protein kinases'], ['Environmental Information Processing', 'Signal Transduction', 'Two-component system']]"
"95"	"K02482"	21.8341486877424	-1.32378553302343	0.238558083481255	-5.5491120389029	2.87124141114499e-08	2.19362843811477e-06	"K02482"	"two-component system, NtrC family, sensor kinase [EC:2.7.13.3]"	"Metabolism;Enzyme Families;Protein kinases|Environmental Information Processing;Signal Transduction;Two-component system"	"[['Metabolism', 'Enzyme Families', 'Protein kinases'], ['Environmental Information Processing', 'Signal Transduction', 'Two-component system']]"
"96"	"K02485"	35.4632304610452	2.03781099831338	0.496736682628215	4.10239684239021	4.08892175742561e-05	0.000513291872169585	"K02485"	"two-component system, unclassified family, response regulator"	"Environmental Information Processing;Signal Transduction;Two-component system"	"[['Environmental Information Processing', 'Signal Transduction', 'Two-component system']]"
"97"	"K02494"	112.466901865958	1.39350260937811	0.319862268597314	4.35657076869056	1.32115990356217e-05	0.000244483154472334	"K02494"	"outer membrane lipoprotein LolB"	"Unclassified;Cellular Processes and Signaling;Membrane and intracellular structural molecules"	"[['Unclassified', 'Cellular Processes and Signaling', 'Membrane and intracellular structural molecules']]"
"98"	"K02525"	86.0443681264629	2.16244311464754	0.467789207063794	4.62268706073983	3.78800958664214e-06	0.000102672939666183	"K02525"	"LacI family transcriptional regulator, kdg operon repressor"	"Genetic Information Processing;Transcription;Transcription factors"	"[['Genetic Information Processing', 'Transcription', 'Transcription factors']]"
"99"	"K02565"	9.82109308117932	-1.45991835711215	0.307644549967326	-4.74547121756977	2.08021493188311e-06	6.61204958882503e-05	"K02565"	"N-acetylglucosamine repressor"	"Genetic Information Processing;Transcription;Transcription factors"	"[['Genetic Information Processing', 'Transcription', 'Transcription factors']]"
"100"	"K02575"	224.935810000352	0.78132804432502	0.191161693612274	4.08726261815694	4.3649292492414e-05	0.000539114125287367	"K02575"	"MFS transporter, NNP family, nitrate/nitrite transporter"	"Environmental Information Processing;Membrane Transport;Transporters"	"[['Environmental Information Processing', 'Membrane Transport', 'Transporters']]"
"101"	"K02613"	147.711573338648	0.928764469411495	0.221056035035052	4.20148886351022	2.65165293605641e-05	0.000391741433757726	"K02613"	"phenylacetic acid degradation NADH oxidoreductase"	"Unclassified;Metabolism;Energy metabolism"	"[['Unclassified', 'Metabolism', 'Energy metabolism']]"
"102"	"K02617"	62.5285598196049	1.72302320874325	0.375239927314421	4.59179070061884	4.3945897350491e-06	0.000112991662995397	"K02617"	"phenylacetic acid degradation protein"	"Unclassified;Poorly Characterized;General function prediction only"	"[['Unclassified', 'Poorly Characterized', 'General function prediction only']]"
"103"	"K02618"	76.2463820519607	1.28168675890905	0.289446648811669	4.42805872574808	9.50850155947572e-06	0.000200202623386127	"K02618"	"phenylacetic acid degradation protein"	"Unclassified;Metabolism;Energy metabolism"	"[['Unclassified', 'Metabolism', 'Energy metabolism']]"
"104"	"K02626"	16.9092115183894	-1.64121119410524	0.380932265874176	-4.30840687737212	1.64434682126561e-05	0.000282764205791913	"K02626"	"arginine decarboxylase [EC:4.1.1.19]"	"Metabolism;Amino Acid Metabolism;Arginine and proline metabolism"	"[['Metabolism', 'Amino Acid Metabolism', 'Arginine and proline metabolism']]"
"105"	"K02638"	9.43221387571609	-1.7483075712205	0.368485613870265	-4.74457483660688	2.08944723356662e-06	6.61204958882503e-05	"K02638"	"plastocyanin"	"Metabolism;Energy Metabolism;Photosynthesis proteins|Metabolism;Energy Metabolism;Photosynthesis"	"[['Metabolism', 'Energy Metabolism', 'Photosynthesis proteins'], ['Metabolism', 'Energy Metabolism', 'Photosynthesis']]"
"106"	"K02655"	176.535357140534	1.59638086619026	0.353862014340996	4.51130893256016	6.44288035134753e-06	0.000149810974430463	"K02655"	"type IV pilus assembly protein PilE"	"Environmental Information Processing;Membrane Transport;Secretion system|Cellular Processes;Cell Motility;Bacterial motility proteins"	"[['Environmental Information Processing', 'Membrane Transport', 'Secretion system'], ['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins']]"
"107"	"K02660"	133.117242025208	1.50587025704374	0.370369745868097	4.06585654968708	4.78563670597058e-05	0.000575136743899565	"K02660"	"twitching motility protein PilJ"	"Environmental Information Processing;Membrane Transport;Secretion system|Cellular Processes;Cell Motility;Bacterial motility proteins|Environmental Information Processing;Signal Transduction;Two-component system"	"[['Environmental Information Processing', 'Membrane Transport', 'Secretion system'], ['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Environmental Information Processing', 'Signal Transduction', 'Two-component system']]"
"108"	"K02671"	176.060458419313	1.53598844538239	0.353404640761887	4.34625997573499	1.38478429384446e-05	0.000251723539203758	"K02671"	"type IV pilus assembly protein PilV"	"Environmental Information Processing;Membrane Transport;Secretion system|Cellular Processes;Cell Motility;Bacterial motility proteins"	"[['Environmental Information Processing', 'Membrane Transport', 'Secretion system'], ['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins']]"
"109"	"K02672"	175.50151072681	1.56548025804099	0.354193278912369	4.4198474427526	9.87706030480104e-06	0.000203947947915351	"K02672"	"type IV pilus assembly protein PilW"	"Environmental Information Processing;Membrane Transport;Secretion system|Cellular Processes;Cell Motility;Bacterial motility proteins"	"[['Environmental Information Processing', 'Membrane Transport', 'Secretion system'], ['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins']]"
"110"	"K02686"	110.182204547768	1.38934515070556	0.331260388571442	4.19411797678891	2.73935390746226e-05	0.000403583049507112	"K02686"	"primosomal replication protein N"	"Genetic Information Processing;Replication and Repair;Homologous recombination|Genetic Information Processing;Replication and Repair;DNA repair and recombination proteins"	"[['Genetic Information Processing', 'Replication and Repair', 'Homologous recombination'], ['Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins']]"
"111"	"K02784"	14.0119409091284	-2.04380580502186	0.261687080235216	-7.81011352637203	5.71364974103308e-15	2.18261420107464e-12	"K02784"	"phosphocarrier protein HPr"	"Environmental Information Processing;Membrane Transport;Phosphotransferase system (PTS)|Environmental Information Processing;Membrane Transport;Transporters"	"[['Environmental Information Processing', 'Membrane Transport', 'Phosphotransferase system (PTS)'], ['Environmental Information Processing', 'Membrane Transport', 'Transporters']]"
"112"	"K02794"	4.7140611126423	-2.22421722287681	0.514990881783408	-4.31894486204176	1.56776940968977e-05	0.000273108495212407	"K02794"	"PTS system, mannose-specific IIB component [EC:2.7.1.69]"	"Metabolism;Carbohydrate Metabolism;Amino sugar and nucleotide sugar metabolism|Environmental Information Processing;Membrane Transport;Transporters|Environmental Information Processing;Membrane Transport;Phosphotransferase system (PTS)|Metabolism;Carbohydrate Metabolism;Fructose and mannose metabolism"	"[['Metabolism', 'Carbohydrate Metabolism', 'Amino sugar and nucleotide sugar metabolism'], ['Environmental Information Processing', 'Membrane Transport', 'Transporters'], ['Environmental Information Processing', 'Membrane Transport', 'Phosphotransferase system (PTS)'], ['Metabolism', 'Carbohydrate Metabolism', 'Fructose and mannose metabolism']]"
"113"	"K02796"	4.7140611126423	-2.22421722287681	0.514990881783408	-4.31894486204176	1.56776940968977e-05	0.000273108495212407	"K02796"	"PTS system, mannose-specific IID component"	"Metabolism;Carbohydrate Metabolism;Amino sugar and nucleotide sugar metabolism|Environmental Information Processing;Membrane Transport;Transporters|Environmental Information Processing;Membrane Transport;Phosphotransferase system (PTS)|Metabolism;Carbohydrate Metabolism;Fructose and mannose metabolism"	"[['Metabolism', 'Carbohydrate Metabolism', 'Amino sugar and nucleotide sugar metabolism'], ['Environmental Information Processing', 'Membrane Transport', 'Transporters'], ['Environmental Information Processing', 'Membrane Transport', 'Phosphotransferase system (PTS)'], ['Metabolism', 'Carbohydrate Metabolism', 'Fructose and mannose metabolism']]"
"114"	"K02821"	113.137444786122	1.38285359387601	0.32268386992262	4.2854748029631	1.8234931586919e-05	0.000307635375794457	"K02821"	"PTS system, ascorbate-specific IIA component [EC:2.7.1.69]"	"Environmental Information Processing;Membrane Transport;Phosphotransferase system (PTS)|Environmental Information Processing;Membrane Transport;Transporters|Metabolism;Carbohydrate Metabolism;Ascorbate and aldarate metabolism"	"[['Environmental Information Processing', 'Membrane Transport', 'Phosphotransferase system (PTS)'], ['Environmental Information Processing', 'Membrane Transport', 'Transporters'], ['Metabolism', 'Carbohydrate Metabolism', 'Ascorbate and aldarate metabolism']]"
"115"	"K02862"	19.2602465310168	-1.55064704891892	0.249259098563539	-6.22102486069788	4.93917886778012e-10	5.39076093569145e-08	"K02862"	"putative membrane protein"	"Unclassified;Poorly Characterized;Function unknown"	"[['Unclassified', 'Poorly Characterized', 'Function unknown']]"
"116"	"K03077"	8.30520785508212	-2.38152334412111	0.410560746405528	-5.80066010930519	6.60543692607885e-09	6.09066839321891e-07	"K03077"	"L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]"	"Metabolism;Carbohydrate Metabolism;Ascorbate and aldarate metabolism"	"[['Metabolism', 'Carbohydrate Metabolism', 'Ascorbate and aldarate metabolism']]"
"117"	"K03098"	149.730787277089	1.96272574765673	0.322610650162712	6.08388392220408	1.17305546367057e-09	1.18367936220947e-07	"K03098"	"outer membrane lipoprotein Blc"	"Unclassified;Cellular Processes and Signaling;Membrane and intracellular structural molecules"	"[['Unclassified', 'Cellular Processes and Signaling', 'Membrane and intracellular structural molecules']]"
"118"	"K03181"	57.2534027900916	1.41193571233157	0.303851947455904	4.64678842493339	3.37142634009302e-06	9.43999375226046e-05	"K03181"	"chorismate--pyruvate lyase [EC:4.1.3.40]"	"Metabolism;Metabolism of Cofactors and Vitamins;Ubiquinone and other terpenoid-quinone biosynthesis"	"[['Metabolism', 'Metabolism of Cofactors and Vitamins', 'Ubiquinone and other terpenoid-quinone biosynthesis']]"
"119"	"K03269"	138.281392488989	1.26471331007464	0.283906336782365	4.45468503594598	8.40164425208221e-06	0.000185669394463371	"K03269"	"UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.-]"	"Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins|Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis"	"[['Metabolism', 'Glycan Biosynthesis and Metabolism', 'Lipopolysaccharide biosynthesis proteins'], ['Metabolism', 'Glycan Biosynthesis and Metabolism', 'Lipopolysaccharide biosynthesis']]"
"120"	"K03275"	60.8497407340298	2.80137487010062	0.597763435901005	4.68642727516133	2.78015545314789e-06	8.16937987001917e-05	"K03275"	"UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]"	"Metabolism;Glycan Biosynthesis and Metabolism;Glycosyltransferases|Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis proteins|Metabolism;Glycan Biosynthesis and Metabolism;Lipopolysaccharide biosynthesis"	"[['Metabolism', 'Glycan Biosynthesis and Metabolism', 'Glycosyltransferases'], ['Metabolism', 'Glycan Biosynthesis and Metabolism', 'Lipopolysaccharide biosynthesis proteins'], ['Metabolism', 'Glycan Biosynthesis and Metabolism', 'Lipopolysaccharide biosynthesis']]"
"121"	"K03288"	107.783948486784	2.4636389783127	0.532118447973332	4.62986951062476	3.65896238963638e-06	0.000100866653916368	"K03288"	"MFS transporter, MHS family, citrate/tricarballylate:H+ symporter;MFS transporter, MHS family, metabolite:H+ symporter, other"	"Environmental Information Processing;Membrane Transport;Transporters"	"[['Environmental Information Processing', 'Membrane Transport', 'Transporters']]"
"122"	"K03297"	213.681098052609	0.881792041943754	0.225296149952612	3.91392414885575	9.08081716929674e-05	0.000919776708738617	"K03297"	"small multidrug resistance protein, SMR family"	"Unclassified;Cellular Processes and Signaling;Other ion-coupled transporters"	"[['Unclassified', 'Cellular Processes and Signaling', 'Other ion-coupled transporters']]"
"123"	"K03299"	230.478234976733	1.27650337571295	0.295231367828001	4.32373898852315	1.53406783580376e-05	0.000270941892502698	"K03299"	"gluconate:H+ symporter, GntP family"	"Unclassified;Cellular Processes and Signaling;Other ion-coupled transporters"	"[['Unclassified', 'Cellular Processes and Signaling', 'Other ion-coupled transporters']]"
"124"	"K03300"	102.979373915759	2.04941224954432	0.494213283601694	4.14681741172303	3.37128698413367e-05	0.000457694280112426	"K03300"	"citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family"	"Unclassified;Cellular Processes and Signaling;Other ion-coupled transporters"	"[['Unclassified', 'Cellular Processes and Signaling', 'Other ion-coupled transporters']]"
"125"	"K03309"	20.3642281039906	-1.01188726464055	0.244571572939257	-4.13738707438362	3.51283236148882e-05	0.00046158789850718	"K03309"	"dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family"	"Unclassified;Cellular Processes and Signaling;Other ion-coupled transporters"	"[['Unclassified', 'Cellular Processes and Signaling', 'Other ion-coupled transporters']]"
"126"	"K03319"	56.3235129088034	1.62810810600948	0.395369263283315	4.11794304010631	3.82269144471048e-05	0.000488369516212219	"K03319"	"divalent anion:Na+ symporter, DASS family"	"Unclassified;Cellular Processes and Signaling;Other ion-coupled transporters"	"[['Unclassified', 'Cellular Processes and Signaling', 'Other ion-coupled transporters']]"
"127"	"K03326"	9.82109308117932	-1.45991835711215	0.307644549967326	-4.74547121756977	2.08021493188311e-06	6.61204958882503e-05	"K03326"	"C4-dicarboxylate transporter, DcuC family"	"Unclassified;Cellular Processes and Signaling;Other ion-coupled transporters"	"[['Unclassified', 'Cellular Processes and Signaling', 'Other ion-coupled transporters']]"
"128"	"K03342"	119.577680535915	1.97750250328289	0.405343569546958	4.8785836309013	1.06850357098022e-06	3.85996548918062e-05	"K03342"	"para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38]"	"Metabolism;Amino Acid Metabolism;Amino acid related enzymes|Metabolism;Metabolism of Cofactors and Vitamins;Folate biosynthesis"	"[['Metabolism', 'Amino Acid Metabolism', 'Amino acid related enzymes'], ['Metabolism', 'Metabolism of Cofactors and Vitamins', 'Folate biosynthesis']]"
"129"	"K03381"	232.553005409219	1.21267991802783	0.278783577847566	4.34989724786049	1.3620133766495e-05	0.000249453682819231	"K03381"	"catechol 1,2-dioxygenase [EC:1.13.11.1]"	"Metabolism;Xenobiotics Biodegradation and Metabolism;Toluene degradation|Metabolism;Xenobiotics Biodegradation and Metabolism;Chlorocyclohexane and chlorobenzene degradation|Metabolism;Xenobiotics Biodegradation and Metabolism;Fluorobenzoate degradation|Metabolism;Xenobiotics Biodegradation and Metabolism;Benzoate degradation"	"[['Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Toluene degradation'], ['Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Chlorocyclohexane and chlorobenzene degradation'], ['Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Fluorobenzoate degradation'], ['Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Benzoate degradation']]"
"130"	"K03387"	120.869543422764	1.37411631222107	0.286600220237622	4.79454032199199	1.63048268147466e-06	5.53794785927713e-05	"K03387"	"alkyl hydroperoxide reductase subunit F [EC:1.6.4.-]"	"Unclassified;Genetic Information Processing;Protein folding and associated processing"	"[['Unclassified', 'Genetic Information Processing', 'Protein folding and associated processing']]"
"131"	"K03399"	32.2154583185764	2.20568137999808	0.552273021730001	3.9938242376728	6.50160666214017e-05	0.000719888042010883	"K03399"	"precorrin-6Y C5,15-methyltransferase [EC:2.1.1.132]"	"Metabolism;Metabolism of Cofactors and Vitamins;Porphyrin and chlorophyll metabolism"	"[['Metabolism', 'Metabolism of Cofactors and Vitamins', 'Porphyrin and chlorophyll metabolism']]"
"132"	"K03411"	210.128950110242	1.0140633693603	0.239628392965909	4.23181642546241	2.31811578925753e-05	0.000354016225192331	"K03411"	"chemotaxis protein CheD [EC:3.5.1.44]"	"Cellular Processes;Cell Motility;Bacterial motility proteins|Cellular Processes;Cell Motility;Bacterial chemotaxis"	"[['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Cellular Processes', 'Cell Motility', 'Bacterial chemotaxis']]"
"133"	"K03414"	151.201931400598	1.34160541716817	0.324640386099897	4.13258939617986	3.58699183277714e-05	0.000470177262786572	"K03414"	"chemotaxis protein CheZ"	"Cellular Processes;Cell Motility;Bacterial motility proteins|Cellular Processes;Cell Motility;Bacterial chemotaxis"	"[['Cellular Processes', 'Cell Motility', 'Bacterial motility proteins'], ['Cellular Processes', 'Cell Motility', 'Bacterial chemotaxis']]"
