"","MMH-2GH-30Z","MMH-2GH-39R","END4Rb","MMH-2GH-1Z","MMH-2GH-15Z","END9Ka","END1Kb","END5Zb","MMH-2GH-3Z","MMH-2GH-42K","MMH-2GH-10R","END14Za","MMH-2GH-23K","MMH-2GH-5K","MMH-2GH-33Z","END8Ka","MMH-2GH-BR","MMH-2GH-17K","END1Ka","MMH-2GH-36R","MMH-2GH-31Z","END13Ra","END13Ka","MMH-2GH-5Z","END10Rb","MMH-2GH-44Z","MMH-2GH-19Z","MMH-2GH-28K","MMH-2GH-30R","MMH-2GH-43R","END9Zb","END9Za","END16Zb","MMH-2GH-43Z","END3Ka","MMH-2GH-38R","MMH-2GH-33K","MMH-BK","END11Kb","MMH-33-1Z","MMH-2GH-26K","MMH-55-1K","MMH-2GH-28Z","MMH-2GH-11Z-soil","MMH-2GH-22Z","P5BZ","MMH-2GH-41K","END4Ka","MMH-2GH-45R","END16Rb","MMH-2GH-3R","MMH-2GH-12Z","MMH-2GH-29R","MMH-2GH-38Z","END16Za","P5BS","MMH-2GH-34Z","MMH-2GH-32Z","END8Kb","END3Za","END11Ka","MMH-2GH-9R","MMH-2GH-15K","MMH-2GH-29Z","END12Zb","MMH-2GH-35Z","END15Rb","MMH-2GH-16R","END4Kb","MMH-2GH-23R","MMH-2GH-16Z","MMH-2GH-12K","END2Ka","MMH-2GH-26Z","MMH-2GH-24Z","MMH-48-1Z","MMH-2GH-28R","END14Rb","MMH-2GH-22K","MMH-2GH-37Z","END15Ra","END8Zb","MMH-50-1Z","P2BK","END6Ra","MMH-48-2Z","MMH-33-2K","MMH-2GH-23Z","MMH-2GH-2R","END15Zb","END1Rb","MMH-2GH-32K","MMH-2GH-25R","END6Ka","END7Ka","END1Za","MMH-2GH-8Z","MMH-2GH-22R","MMH-52-2Z","MMH-2GH-31K","END12Ra","MMH-23-2K","MMH-2GH-7K","MMH-2GH-14Z","MMH-2GH-3K","END5Rb","MMH-2GH-27R","MMH-2GH-29K","END1Ra","END6Rb","MMH-2GH-26R","END8Za","MMH-2GH-2K","MMH-2GH-18K","MMH-2GH-17R","MMH-23-1K","P6BR","MMH-2GH-8R","P1BK","MMH-2GH-4Z","MMH-2GH-24K","MMH-2GH-45Z","MMH-2GH-43K","MMH-2GH-41Z","MMH-2GH-7Z","MMH-2GH-4R","MMH-52-1Z","MMH-2GH-40K","END1Zb","END3Zb","MMH-2GH-20Z","MMH-50-2K","MMH-2GH-38K","MMH-2GH-BZ","END11Ra","MMH-2GH-36Z","P6BK","END13Rb","MMH-2GH-13Z","MMH-2GH-13K","END15Kb","MMH-2GH-36K","MMH-2GH-9K","END13Zb","MMH-2GH-30K","END14Kb","MMH-52-2K","END14Ra","MMH-2GH-15R","END5Za","MMH-2GH-21Z-soil","MMH-2GH-24R","END16Ra","END3Ra","END11Zb","MMH-2GH-13R","MMH-2GH-12R","P2BR","MMH-2GH-2Z","END7Zb","END10Zb","MMH-2GH-4K","END12Rb","END5Ra","END9Kb","END12Za","MMH-2GH-39K","END12Ka","END10Kb","MMH-52-1K","END2Za","MMH-2GH-BK","END7Kb","MMH-2GH-10K","MMH-23-2Z","END7Rb","MMH-2GH-31R","MMH-2GH-25K","END6Zb","MMH-2GH-27Z","END14Ka","MMH-2GH-9Z","MMH-50-2Z","MMH-2GH-42Z","END2Ra","END15Za","MMH-2GH-16K","MMH-2GH-37R","MMH-48-1K","MMH-2GH-7R","END13Za","P2BI","MMH-2GH-39Z","END3Kb","P3BR","MMH-2GH-25Z","END8Ra","END9Ra","END10Ra","MMH-2GH-6Z","MMH-2GH-20K","MMH-2GH-1K","MMH-23-1Z","MMH-48-2K","MMH-2GH-6R","MMH-2GH-40Z","END3Rb","END6Kb","MMH-2GH-42R","MMH-2GH-32R","END4Ra","END4Zb","MMH-2GH-34R","END6Za","END12Kb","MMH-2GH-18Z","MMH-55-2Z","MMH-50-1K","MMH-2GH-5R","MMH-2GH-1R","P4BZ","MMH-55-1Z","END8Rb","MMH-2GH-19K","MMH-2GH-19R","MMH-2GH-14R","MMH-2GH-45K","END11Rb","END11Za","END7Ra","MMH-2GH-6K","END13Kb","MMH-2GH-18R","P3BZ","END16Kb","MMH-33-2Z","END5Kb","MMH-2GH-44R","END16Ka","END7Za","MMH-55-2K","MMH-2GH-35R","MMH-2GH-44K","END10Za","MMH-2GH-27K","END15Ka","P2BS","MMH-2GH-20R","MMH-2GH-10Z","END4Za","END5Ka","MMH-2GH-17Z"
"ee1f285023b08f31f5ee80ddf2aee09a",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,5,0,3,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,19,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"963883c22da5a8b015ce7e47b271a6c4",0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,6,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0
"4c007005e1ff59c2de5f0c6ae04d79af",0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,7,0,2,0,0,14,0,0,0,0,0,0,3,3,0,11,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"5b3765d6a0cc5a2f80eb938f196b2c0f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"80cb374cca3176c44d9ac9318cf1420e",0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,4,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"0065b70d569076592ffac82ab76015dd",0,0,4,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"7cdc2543b2e4ed2f250f792bc39a9d44",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"b1afdbea120abc993e6adb3c988d58f1",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7da11554b94a1296c265a1c5e7e1d1a6",45,22,0,3,20,0,0,0,8,0,21,0,0,0,76,0,0,0,0,0,36,0,0,20,0,0,17,0,56,0,0,0,0,2,0,5,0,0,0,0,0,0,9,74,64,0,0,0,2,0,15,134,2,16,0,0,58,12,0,0,0,0,0,4,2,18,0,3,0,39,6,0,0,24,63,0,13,0,0,0,0,0,0,0,0,0,0,29,66,0,0,0,44,0,0,0,1,57,0,0,0,0,0,5,0,0,116,0,0,0,110,0,0,0,2,0,0,0,0,20,0,2,0,0,12,13,0,0,0,2,14,0,0,0,0,12,0,0,83,0,0,0,0,0,0,0,0,0,26,0,47,52,2,0,0,50,175,0,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,88,0,3,82,0,0,0,33,0,0,0,0,0,1,0,0,6,0,0,49,0,0,0,109,0,0,1,0,70,5,0,0,16,903,0,0,30,0,0,4,0,0,8,7,0,0,0,0,3,59,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,16,0,0,13
"626e8cadaf434c0bfa78c13d1dbde018",0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,2,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,30,0,0,0,0,0,32,1,0,0,0,2,2,34,0,0,28,0,0,5,2,0,0,0,0,0,0,10,2,9,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,1,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,3,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,10,0,0,15,0,41,1,0,0,0,0,0,0,0,0,0,0,16,0,1,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0
"ed57659c9263c69fbb6a4f85526e11fc",0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"862387067284154d6c75d6b1f83e84af",0,0,4,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0
"77cac6da64bd5f53e56dee4241673fd0",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0
"00310aca2b8fb692de41ae29d38be9e0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f62772fe39aaf56853ef6875e54e1e8",2,34,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,5,0,26,2,0,0,0,9,0,5,0,0,0,0,0,0,0,2,5,0,0,0,3,0,5,6,4,0,0,0,0,5,0,0,0,2,0,2,0,0,0,3,0,6,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,14,25,0,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,3,0,0,8,0,4,0,12,0,6,5,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,92,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,61,0,35,0,0,2,0,0,0,0,0,0,3,0,0,0,0,4,2,0,0,0,28,0,0,6,0,0,0,0,0,4,33,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,32,0,0,0,0,0,0,0,0,0,4
"1bf012d2b338994081e0acf31ee2948e",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12ec806aa3bb20d945a932be88bf95a2",0,0,24,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,2,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,345,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,16,0,65,0,0,12,0,12,0,17,11,0,0,0,3,8,0,0,0,0,0,0,0,9,0,90,0,0,0,0,33,0,0,26,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,180,0,2,14,0,0,0,0,0,4,0,0,0,18,0,0,0,0,29,10,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,8,2,0,0,12,0,0,2,0,3,0,16,0,8,5,0,0,0,0,2,0,0,0,0,0,3,3,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,11,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"aafcd3e02e2cdcd90da76191d8c20ab0",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,3,0,0,5,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499bb7e6555b36e841ec61b6002d85da",0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1bd9b0256633f109af353aca5ba4a553",0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,3,3,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"09f120a1a53783e3e035210e1b51a204",2,0,2,0,4,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,3,0,0,0,6,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"56985366be4177f33d2a8ada65c44ea6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
